Station_1,Station_2,Distance_km,Cost_Euros
14,27,1.4837062937083099,0.0445111888112493
14,28,2.294050576551356,0.06882151729654068
14,29,2.905521066290016,0.08716563198870048
14,30,3.4057635995026447,0.10217290798507933
14,31,2.0241095777650813,0.06072328733295244
14,32,0.9866639552152799,0.029599918656458397
14,33,1.3327619175878178,0.03998285752763454
14,34,2.0232847492547354,0.060698542477642066
14,35,1.1262856228065758,0.03378856868419727
14,36,1.6764097790090928,0.050292293370272786
14,37,1.640812765925781,0.04922438297777343
15,16,0.9890280298889053,0.029670840896667154
15,17,1.4197787679273732,0.0425933630378212
15,18,1.4872315156343479,0.04461694546903044
15,19,1.6486614976278038,0.04945984492883411
15,20,1.211303351310161,0.03633910053930483
15,21,1.3498440968713714,0.04049532290614114
15,22,1.0831174308798257,0.03249352292639477
15,23,0.5088294747979548,0.015264884243938645
15,24,1.2088118897898876,0.03626435669369663
15,25,2.011613727212192,0.06034841181636576
15,26,3.0396839209281037,0.09119051762784311
15,27,2.468619060871435,0.07405857182614305
15,28,3.1656192898488773,0.09496857869546632
15,29,3.653935334180107,0.10961806002540321
15,30,3.8953254303754834,0.1168597629112645
15,31,2.7425479428595194,0.08227643828578558
15,32,2.444438880997559,0.07333316642992677
15,33,2.8751124640563948,0.08625337392169184
15,34,1.3548800196529807,0.04064640058958942
15,35,1.6343780200471902,0.0490313406014157
15,36,1.7874672919875334,0.053624018759625997
15,37,0.46673123114843146,0.014001936934452945
16,17,0.5760488336094215,0.017281465008282645
16,18,1.069248200862449,0.03207744602587347
16,19,1.3496085101050481,0.04048825530315145
16,20,1.6789919509268263,0.05036975852780479
16,21,1.9089533620689434,0.057268600862068295
16,22,1.779425804751243,0.053382774142537295
16,23,1.4840705744217773,0.04452211723265332
16,24,0.3327423648423173,0.009982270945269519
16,25,1.5968769113079169,0.04790630733923751
16,26,2.8114151173175728,0.08434245351952718
16,27,2.249512316208252,0.06748536948624757
16,28,3.0490865943532444,0.09147259783059733
16,29,3.6278443918963985,0.10883533175689195
16,30,4.0298010585916755,0.12089403175775026
16,31,2.7014107989425615,0.08104232396827685
16,32,1.9061288902726747,0.05718386670818024
16,33,2.2647099939342668,0.067941299818028
16,34,1.11580966392947,0.0334742899178841
16,35,1.5971882183907826,0.04791564655172348
16,36,2.0163175331076872,0.06048952599323062
16,37,1.2362688189017446,0.03708806456705234
17,18,0.6901213453714079,0.020703640361142236
17,19,0.9810923379757625,0.02943277013927287
17,20,1.705625890891197,0.051168776726735914
17,21,1.9564681741798322,0.05869404522539497
17,22,1.9254557104351895,0.05776367131305568
17,23,1.8596055026235772,0.05578816507870731
17,24,0.7459279030453172,0.022377837091359515
17,25,1.126964056153135,0.033808921684594054
17,26,2.3599319082767125,0.07079795724830137
17,27,1.8268997100308155,0.054806991300924465
17,28,2.639116334590126,0.07917349003770377
17,29,3.2428241370396464,0.09728472411118941
17,30,3.7128691135307474,0.11138607340592241
17,31,2.3414926449552786,0.07024477934865836
17,32,1.3659485675494842,0.04097845702648453
17,33,1.6991257020774935,0.0509737710623248
17,34,1.6462770900976538,0.049388312702929614
17,35,1.3423897473325372,0.04027169241997612
17,36,1.8569537252362858,0.05570861175708857
17,37,1.513934140591611,0.04541802421774833
18,19,0.29385558204484974,0.008815667461345492
18,20,1.2302867171397103,0.036908601514191314
18,21,1.476681949539149,0.04430045848617447
18,22,1.5520961956460901,0.0465628858693827
18,23,1.7813519656611934,0.05344055896983581
18,24,1.350199544799818,0.04050598634399454
18,25,0.5511998505919118,0.016535995517757356
18,26,1.7425682813819803,0.0522770484414594
18,27,1.1811963646613588,0.03543589093984076
18,28,1.9857564793220794,0.05957269437966239
18,29,2.576201595160503,0.07728604785481509
18,30,3.025728311740656,0.09077184935221969
18,31,1.6618853847246562,0.04985656154173968
18,32,0.957507471089025,0.02872522413267075
18,33,1.3902990684179406,0.04170897205253822
18,34,2.180176874816799,0.06540530624450397
18,35,0.6706213267789102,0.020118639803367304
18,36,1.2153245779350677,0.03645973733805203
18,37,1.3590657777011497,0.04077197333103449
19,20,1.1468543762556804,0.03440563128767041
19,21,1.3761097175093533,0.0412832915252806
19,22,1.5134479770641958,0.04540343931192587
19,23,1.8745116136591358,0.05623534840977408
19,24,1.639498082236064,0.049184942467081924
19,25,0.3783838828883419,0.011351516486650257
19,26,1.4734316175203719,0.04420294852561116
19,27,0.9030229404170459,0.027090688212511375
19,28,1.6996402273539999,0.05098920682062
19,29,2.2850155013849185,0.06855046504154756
19,30,2.732546535483876,0.08197639606451627
19,31,1.3683213635475593,0.04104964090642678
19,32,0.8468447907237892,0.025405343721713672
19,33,1.2987778420354277,0.03896333526106283
19,34,2.4523397937624307,0.07357019381287291
19,35,0.43531368531745945,0.013059410559523785
19,36,0.9948155842319427,0.029844467526958282
19,37,1.4420878684738272,0.04326263605421481
20,21,0.25220132250023003,0.007566039675006901
20,22,0.40501456174855033,0.01215043685245651
20,23,1.0942434763913702,0.032827304291741105
20,24,2.007425704887167,0.060222771146615006
20,25,1.488939415916506,0.04466818247749518
20,26,2.1059508342694615,0.06317852502808384
20,27,1.6009122424430124,0.04802736727329037
20,28,2.126866163817404,0.06380598491452212
20,29,2.532338892848417,0.07597016678545251
20,30,2.702455826764983,0.0810736748029495
20,31,1.6788927113173302,0.05036678133951991
20,32,1.9555180485039323,0.05866554145511797
20,33,2.402305197174256,0.07206915591522768
20,34,2.496231751798712,0.07488695255396136
20,35,0.8184091046567552,0.02455227313970266
20,36,0.6383342603199527,0.019150027809598583
20,37,0.7613341512251833,0.022840024536755498
21,22,0.33807799981051784,0.010142339994315535
21,23,1.138377749662891,0.034151332489886735
21,24,2.23395106755027,0.0670185320265081
21,25,1.7033697194820745,0.05110109158446223
21,26,2.2076562995095137,0.0662296889852854
21,27,1.7385973736745854,0.05215792121023756
21,28,2.1851258289564828,0.06555377486869449
21,29,2.537981520028696,0.07613944560086089
21,30,2.6422239820838618,0.07926671946251586
21,31,1.7355884945449191,0.05206765483634758
21,32,2.1628248548469737,0.06488474564540922
21,33,2.6040635705274533,0.07812190711582359
21,34,2.6735801258389578,0.08020740377516873
21,35,1.0148267323154652,0.030444801969463954
21,36,0.6981515443376641,0.020944546330129925
21,37,0.8838903104993258,0.02651670931497977
22,23,0.8102942109865963,0.024308826329597886
22,24,2.089503961986707,0.06268511885960121
22,25,1.8704790940135818,0.05611437282040746
22,26,2.5022175974710517,0.07506652792413156
22,27,2.0050099657523726,0.060150298972571174
22,28,2.5031982489179363,0.07509594746753809
22,29,2.8725497297874005,0.08617649189362202
22,30,2.9783675163649725,0.08935102549094917
22,31,2.0534260936499145,0.061602782809497436
22,32,2.3411410223024935,0.0702342306690748
22,33,2.7909352035254966,0.0837280561057649
22,34,2.432772378545754,0.07298317135637261
22,35,1.2172829191793268,0.0365184875753798
22,36,1.0078174916314335,0.030234524748943007
22,37,0.622784192974417,0.018683525789232512
23,24,1.7170428554217054,0.05151128566265117
23,25,2.2523786093100897,0.06757135827930269
23,26,3.135709299982715,0.09407127899948145
23,27,2.5881001652041213,0.07764300495612364
23,28,3.20048729122982,0.0960146187368946
23,29,3.6260892870417574,0.10878267861125272
23,30,3.777292859278887,0.11331878577836661
23,31,2.7574947524811435,0.08272484257443431
23,32,2.7131078981073453,0.08139323694322037
23,33,3.15987223077897,0.09479616692336909
23,34,1.7846569739178977,0.05353970921753694
23,35,1.7405672511575274,0.052217017534725824
23,36,1.7299544730506378,0.05189863419151913
23,37,0.4328866184952103,0.012986598554856309
24,25,1.8510818943642768,0.055532456830928306
24,26,3.0799944858437125,0.09239983457531138
24,27,2.5287950620465347,0.07586385186139603
24,28,3.335826057334999,0.10007478172004997
24,29,3.924382472335717,0.11773147417007152
24,30,4.34470946595353,0.1303412839786059
24,31,3.003246060009467,0.09009738180028401
24,32,2.1117977856613503,0.06335393356984051
24,33,2.4326128245134524,0.07297838473540356
24,34,0.9092250912187698,0.027276752736563097
24,35,1.9153498595545961,0.05746049578663788
24,36,2.3470282205037996,0.07041084661511399
24,37,1.521058153334979,0.045631744600049366
25,26,1.2330644461795022,0.03699193338538507
25,27,0.7135596839033596,0.021406790517100788
25,28,1.5220926241987358,0.045662778725962076
25,29,2.1354005583750952,0.06406201675125286
25,30,2.657005458137814,0.07971016374413442
25,31,1.2735925909317736,0.03820777772795321
25,32,0.4726467491383683,0.014179402474151049
25,33,0.9248738976253368,0.0277462169287601
25,34,2.7126422092693727,0.08137926627808119
25,35,0.6968712249837258,0.020906136749511774
25,36,1.2151968461987377,0.03645590538596213
25,37,1.8201664771731905,0.05460499431519571
26,27,0.5768162629990526,0.01730448788997158
26,28,0.3918098985313689,0.011754296955941067
26,29,0.9878816114532886,0.029636448343598656
26,30,1.6311791514928011,0.04893537454478404
26,31,0.5771228257372213,0.017313684772116637
26,32,1.147475064077526,0.03442425192232578
26,33,1.2264706381155337,0.03679411914346601
26,34,3.922202082815531,0.11766606248446593
26,35,1.4094343001927447,0.04228302900578234
26,36,1.5106867039658027,0.04532060111897408
26,37,2.7216245527852596,0.08164873658355778
27,28,0.8122639721110317,0.024367919163330955
27,29,1.422046260390817,0.04266138781172451
27,30,1.9583214822604593,0.05874964446781378
27,31,0.5901372520730056,0.017704117562190168
27,32,0.8126583467790693,0.024379750403372077
27,33,1.095993526970802,0.03287980580912406
27,34,3.3553005261031865,0.1006590157830956
27,35,0.8488298206558366,0.025464894619675098
27,36,1.0681189997185636,0.032043569991556914
27,37,2.166749706582449,0.06500249119747346
28,29,0.6212859949927885,0.018638579849783656
28,30,1.2406169136876917,0.03721850741063075
28,31,0.4498433859683252,0.013495301579049757
28,32,1.5099725578691767,0.0452991767360753
28,33,1.6175120188515317,0.04852536056554595
28,34,4.145409801638071,0.12436229404914213
28,35,1.5398043343772836,0.04619413003131851
28,36,1.4956328592012726,0.04486898577603818
28,37,2.806269738284356,0.0841880921485307
29,30,0.697589112877954,0.020927673386338618
29,31,0.9316875122973025,0.027950625368919076
29,32,2.127948875323621,0.06383846625970864
29,33,2.2022307276377657,0.06606692182913297
29,34,4.708731764324656,0.1412619529297397
29,35,2.0690347029665626,0.06207104108899687
